Date,Pays,Chaîne,Nom de la série,Saison,Épisode,URL
11-10-2023,Moviestar+,Espagne,La Mesias,1,01,https://www.spin-off.frepisode01-410340-11102023-saison1-La-Mesias.html
11-10-2023,Moviestar+,Etats-Unis,La Mesias,1,02,https://www.spin-off.frepisode02-410544-11102023-saison1-La-Mesias.html
11-10-2023,NBC,Espagne,Magnum P.I. (2018),5,12,https://www.spin-off.frepisode12-410783-11102023-saison5-Magnum-PI-(2018).html
11-10-2023,Star+,Espagne,Nada,1,01,https://www.spin-off.frepisode01-410264-11102023-saison1-Nada.html
11-10-2023,Star+,Espagne,Nada,1,02,https://www.spin-off.frepisode02-411069-11102023-saison1-Nada.html
11-10-2023,Star+,Espagne,Nada,1,03,https://www.spin-off.frepisode03-411070-11102023-saison1-Nada.html
11-10-2023,Star+,Espagne,Nada,1,04,https://www.spin-off.frepisode04-411071-11102023-saison1-Nada.html
11-10-2023,Star+,Etats-Unis,Nada,1,05,https://www.spin-off.frepisode05-411072-11102023-saison1-Nada.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,01,https://www.spin-off.frepisode01-410272-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,02,https://www.spin-off.frepisode02-411073-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,03,https://www.spin-off.frepisode03-411074-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,04,https://www.spin-off.frepisode04-411075-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,05,https://www.spin-off.frepisode05-411076-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,06,https://www.spin-off.frepisode06-411077-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,07,https://www.spin-off.frepisode07-411078-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,08,https://www.spin-off.frepisode08-411079-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,09,https://www.spin-off.frepisode09-411080-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,10,https://www.spin-off.frepisode10-411081-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,11,https://www.spin-off.frepisode11-411082-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,12,https://www.spin-off.frepisode12-411083-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,13,https://www.spin-off.frepisode13-411084-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,14,https://www.spin-off.frepisode14-411085-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,15,https://www.spin-off.frepisode15-411086-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,16,https://www.spin-off.frepisode16-411087-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,17,https://www.spin-off.frepisode17-411088-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,Netflix,Etats-Unis,Pacto de Silencio,1,18,https://www.spin-off.frepisode18-411089-11102023-saison1-Pacto-de-Silencio.html
11-10-2023,NBC,Canada,Quantum Leap (2022),2,02,https://www.spin-off.frepisode02-409735-11102023-saison2-Quantum-Leap-(2022).html
11-10-2023,Global,Etats-Unis,Robyn Hood,1,03,https://www.spin-off.frepisode03-410950-11102023-saison1-Robyn-Hood.html
11-10-2023,Syfy,Etats-Unis,SurrealEstate,2,02,https://www.spin-off.frepisode02-410804-11102023-saison2-SurrealEstate.html
11-10-2023,Apple TV+,Etats-Unis,The Morning Show,3,06,https://www.spin-off.frepisode06-407701-11102023-saison3-The-Morning-Show.html
11-10-2023,Disney+,Etats-Unis,The Worst of Evil,1,06,https://www.spin-off.frepisode06-410768-11102023-saison1-The-Worst-of-Evil.html
11-10-2023,Disney+,France,The Worst of Evil,1,07,https://www.spin-off.frepisode07-410769-11102023-saison1-The-Worst-of-Evil.html
11-10-2023,France 2,Etats-Unis,Un Si Grand Soleil,6,28,https://www.spin-off.frepisode28-411044-11102023-saison6-Un-Si-Grand-Soleil.html
11-10-2023,Nickelodeon,Royaume-Uni,Young Dylan,4,06,https://www.spin-off.frepisode06-410624-11102023-saison4-Young-Dylan.html
12-10-2023,Channel 5,Etats-Unis,All Creatures Great and Small (2020),4,02,https://www.spin-off.frepisode02-410698-12102023-saison4-All-Creatures-Great-and-Small-(2020).html
12-10-2023,Prime Video,Etats-Unis,Alphonse,1,01,https://www.spin-off.frepisode01-411024-12102023-saison1-Alphonse.html
12-10-2023,Prime Video,Etats-Unis,Alphonse,1,02,https://www.spin-off.frepisode02-411131-12102023-saison1-Alphonse.html
12-10-2023,Prime Video,Etats-Unis,Alphonse,1,03,https://www.spin-off.frepisode03-411132-12102023-saison1-Alphonse.html
12-10-2023,ALLBLK,Royaume-Uni,À La Carte,2,05,https://www.spin-off.frepisode05-410518-12102023-saison2-A-La-Carte.html
12-10-2023,Sky1,Royaume-Uni,Cobra (UK),3,01,https://www.spin-off.frepisode01-410604-12102023-saison3-Cobra-(UK).html
12-10-2023,Sky1,Royaume-Uni,Cobra (UK),3,02,https://www.spin-off.frepisode02-411133-12102023-saison3-Cobra-(UK).html
12-10-2023,Sky1,Royaume-Uni,Cobra (UK),3,03,https://www.spin-off.frepisode03-411134-12102023-saison3-Cobra-(UK).html
12-10-2023,Sky1,Royaume-Uni,Cobra (UK),3,04,https://www.spin-off.frepisode04-411135-12102023-saison3-Cobra-(UK).html
12-10-2023,Sky1,Royaume-Uni,Cobra (UK),3,05,https://www.spin-off.frepisode05-411136-12102023-saison3-Cobra-(UK).html
12-10-2023,Sky1,France,Cobra (UK),3,06,https://www.spin-off.frepisode06-411137-12102023-saison3-Cobra-(UK).html
12-10-2023,TF1,Etats-Unis,Demain nous appartient,7,39,https://www.spin-off.frepisode39-411036-12102023-saison7-Demain-nous-appartient.html
12-10-2023,HBO Max,Etats-Unis,Doom Patrol,4,07,https://www.spin-off.frepisode07-410004-12102023-saison4-Doom-Patrol.html
12-10-2023,HBO Max,Etats-Unis,Doom Patrol,4,08,https://www.spin-off.frepisode08-410005-12102023-saison4-Doom-Patrol.html
12-10-2023,Paramount+,Etats-Unis,Frasier (2023),1,01,https://www.spin-off.frepisode01-409723-12102023-saison1-Frasier-(2023).html
12-10-2023,Paramount+,France,Frasier (2023),1,02,https://www.spin-off.frepisode02-409724-12102023-saison1-Frasier-(2023).html
12-10-2023,TF1,Canada,Ici tout commence,4,34,https://www.spin-off.frepisode34-411041-12102023-saison4-Ici-tout-commence.html
12-10-2023,Club illico ,Canada,Les révoltés,1,07,https://www.spin-off.frepisode07-411203-12102023-saison1-Les-revoltes.html
12-10-2023,Club illico ,Etats-Unis,Les révoltés,1,08,https://www.spin-off.frepisode08-411204-12102023-saison1-Les-revoltes.html
12-10-2023,Disney+,France,Loki,2,02,https://www.spin-off.frepisode02-410902-12102023-saison2-Loki.html
12-10-2023,OCS,France,LT-21,1,01,https://www.spin-off.frepisode01-408962-12102023-saison1-LT-21.html
12-10-2023,OCS,France,LT-21,1,02,https://www.spin-off.frepisode02-408963-12102023-saison1-LT-21.html
12-10-2023,Arte,France,Nackt über Berlin,1,01,https://www.spin-off.frepisode01-410608-12102023-saison1-Nackt-uber-Berlin.html
12-10-2023,Arte,France,Nackt über Berlin,1,02,https://www.spin-off.frepisode02-410609-12102023-saison1-Nackt-uber-Berlin.html
12-10-2023,Arte,Etats-Unis,Nackt über Berlin,1,03,https://www.spin-off.frepisode03-410610-12102023-saison1-Nackt-uber-Berlin.html
12-10-2023,HBO Max,Etats-Unis,Our Flag Means Death,2,04,https://www.spin-off.frepisode04-409665-12102023-saison2-Our-Flag-Means-Death.html
12-10-2023,HBO Max,Etats-Unis,Our Flag Means Death,2,05,https://www.spin-off.frepisode05-409666-12102023-saison2-Our-Flag-Means-Death.html
12-10-2023,Paramount+,Etats-Unis,Star Trek: Lower Decks,4,07,https://www.spin-off.frepisode07-409761-12102023-saison4-Star-Trek-Lower-Decks.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,01,https://www.spin-off.frepisode01-408906-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,02,https://www.spin-off.frepisode02-411090-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,03,https://www.spin-off.frepisode03-411091-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,04,https://www.spin-off.frepisode04-411092-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,05,https://www.spin-off.frepisode05-411093-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,06,https://www.spin-off.frepisode06-411094-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,Etats-Unis,The Fall of the House of Usher,1,07,https://www.spin-off.frepisode07-411095-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,Netflix,France,The Fall of the House of Usher,1,08,https://www.spin-off.frepisode08-411096-12102023-saison1-The-Fall-of-the-House-of-Usher.html
12-10-2023,France 2,Etats-Unis,Un Si Grand Soleil,6,29,https://www.spin-off.frepisode29-411045-12102023-saison6-Un-Si-Grand-Soleil.html
13-10-2023,Showtime,Canada,Billions,7,10,https://www.spin-off.frepisode10-409767-13102023-saison7-Billions.html
13-10-2023,CraveTV,Canada,Bria Mack Gets A Life,1,01,https://www.spin-off.frepisode01-410332-13102023-saison1-Bria-Mack-Gets-A-Life.html
13-10-2023,CraveTV,Canada,Bria Mack Gets A Life,1,02,https://www.spin-off.frepisode02-410333-13102023-saison1-Bria-Mack-Gets-A-Life.html
13-10-2023,CraveTV,Etats-Unis,Bria Mack Gets A Life,1,03,https://www.spin-off.frepisode03-410334-13102023-saison1-Bria-Mack-Gets-A-Life.html
13-10-2023,Shudder,France,Creepshow,4,01,https://www.spin-off.frepisode01-410146-13102023-saison4-Creepshow.html
13-10-2023,TF1,Allemagne,Demain nous appartient,7,40,https://www.spin-off.frepisode40-411037-13102023-saison7-Demain-nous-appartient.html
13-10-2023,RTL,Allemagne,Die Quellen des Bösen,1,01,https://www.spin-off.frepisode01-411207-13102023-saison1-Die-Quellen-des-Bosen.html
13-10-2023,RTL,Allemagne,Die Quellen des Bösen,1,02,https://www.spin-off.frepisode02-411208-13102023-saison1-Die-Quellen-des-Bosen.html
13-10-2023,RTL,Allemagne,Die Quellen des Bösen,1,03,https://www.spin-off.frepisode03-411209-13102023-saison1-Die-Quellen-des-Bosen.html
13-10-2023,RTL,Allemagne,Die Quellen des Bösen,1,04,https://www.spin-off.frepisode04-411210-13102023-saison1-Die-Quellen-des-Bosen.html
13-10-2023,RTL,Allemagne,Die Quellen des Bösen,1,05,https://www.spin-off.frepisode05-411211-13102023-saison1-Die-Quellen-des-Bosen.html
13-10-2023,RTL,Suède,Die Quellen des Bösen,1,06,https://www.spin-off.frepisode06-411212-13102023-saison1-Die-Quellen-des-Bosen.html
13-10-2023,SVT Play,Suède,Familjen Andersson,1,09,https://www.spin-off.frepisode09-409540-13102023-saison1-Familjen-Andersson.html
13-10-2023,SVT Play,Suède,Gaslight,1,07,https://www.spin-off.frepisode07-410683-13102023-saison1-Gaslight.html
13-10-2023,SVT Play,Suède,Gaslight,1,08,https://www.spin-off.frepisode08-410684-13102023-saison1-Gaslight.html
13-10-2023,SVT Play,Etats-Unis,Gaslight,1,09,https://www.spin-off.frepisode09-410685-13102023-saison1-Gaslight.html
13-10-2023,Prime Video,Etats-Unis,Gen V,1,05,https://www.spin-off.frepisode05-408429-13102023-saison1-Gen-V.html
13-10-2023,Disney+,Etats-Unis,Goosebumps (2023),1,01,https://www.spin-off.frepisode01-409978-13102023-saison1-Goosebumps-(2023).html
13-10-2023,Disney+,Etats-Unis,Goosebumps (2023),1,02,https://www.spin-off.frepisode02-409979-13102023-saison1-Goosebumps-(2023).html
13-10-2023,Disney+,Etats-Unis,Goosebumps (2023),1,03,https://www.spin-off.frepisode03-409980-13102023-saison1-Goosebumps-(2023).html
13-10-2023,Disney+,Etats-Unis,Goosebumps (2023),1,04,https://www.spin-off.frepisode04-409981-13102023-saison1-Goosebumps-(2023).html
13-10-2023,Disney+,France,Goosebumps (2023),1,05,https://www.spin-off.frepisode05-409982-13102023-saison1-Goosebumps-(2023).html
13-10-2023,TF1,Etats-Unis,Ici tout commence,4,35,https://www.spin-off.frepisode35-411042-13102023-saison4-Ici-tout-commence.html
13-10-2023,Peacock,Etats-Unis,John Carpenter's Suburban Screams,1,01,https://www.spin-off.frepisode01-410425-13102023-saison1-John-Carpenter-s-Suburban-Screams.html
13-10-2023,Apple TV+,Etats-Unis,Lessons In Chemistry,1,01,https://www.spin-off.frepisode01-406597-13102023-saison1-Lessons-In-Chemistry.html
13-10-2023,Apple TV+,Etats-Unis,Lessons In Chemistry,1,02,https://www.spin-off.frepisode02-406598-13102023-saison1-Lessons-In-Chemistry.html
13-10-2023,Starz,Etats-Unis,Power Book IV: Force,2,07,https://www.spin-off.frepisode07-410802-13102023-saison2-Power-Book-IV-Force.html
13-10-2023,Starz,Canada,Shining Vale,2,01,https://www.spin-off.frepisode01-409054-13102023-saison2-Shining-Vale.html
13-10-2023,CraveTV,Allemagne,Shoresy,2,04,https://www.spin-off.frepisode04-410867-13102023-saison2-Shoresy.html
13-10-2023,ZDF,Suède,SOKO Leipzig,24,08,https://www.spin-off.frepisode08-410562-13102023-saison24-SOKO-Leipzig.html
13-10-2023,TV4,Etats-Unis,Solsidan,8,04,https://www.spin-off.frepisode04-411053-13102023-saison8-Solsidan.html
13-10-2023,Apple TV+,Etats-Unis,Still Up,1,06,https://www.spin-off.frepisode06-408947-13102023-saison1-Still-Up.html
13-10-2023,Apple TV+,Royaume-Uni,The Changeling,1,08,https://www.spin-off.frepisode08-408183-13102023-saison1-The-Changeling.html
13-10-2023,Channel 5,Canada,The Good Ship Murder,1,01,https://www.spin-off.frepisode01-410952-13102023-saison1-The-Good-Ship-Murder.html
13-10-2023,CTV,France,Transplant,4,02,https://www.spin-off.frepisode02-409737-13102023-saison4-Transplant.html
13-10-2023,France 2,Etats-Unis,Un Si Grand Soleil,6,30,https://www.spin-off.frepisode30-411046-13102023-saison6-Un-Si-Grand-Soleil.html
14-10-2023,OWN,Corée du Sud,All Rise,3,15,https://www.spin-off.frepisode15-410329-14102023-saison3-All-Rise.html
14-10-2023,tvN,Belgique,Arthdal Chronicles,2,11,https://www.spin-off.frepisode11-411012-14102023-saison2-Arthdal-Chronicles.html
14-10-2023,Één,Corée du Sud,Boomer,1,07,https://www.spin-off.frepisode07-409828-14102023-saison1-Boomer.html
15-10-2023,tvN,Etats-Unis,Arthdal Chronicles,2,12,https://www.spin-off.frepisode12-411013-15102023-saison2-Arthdal-Chronicles.html
15-10-2023,Epix,Espagne,Billy the Kid,2,01,https://www.spin-off.frepisode01-409587-15102023-saison2-Billy-the-Kid.html
15-10-2023,ATRESplayer,Canada,Entre Tierras,1,06,https://www.spin-off.frepisode06-410972-15102023-saison1-Entre-Tierras.html
15-10-2023,CBC,Etats-Unis,Heartland (CA),17,03,https://www.spin-off.frepisode03-410869-15102023-saison17-Heartland-(CA).html
15-10-2023,HBO,France,Last Week Tonight With John Oliver,10,13,https://www.spin-off.frepisode13-411282-15102023-saison10-Last-Week-Tonight-With-John-Oliver.html
15-10-2023,TMC,Etats-Unis,Les Mystères de l'amour,33,10,https://www.spin-off.frepisode10-410795-15102023-saison33-Les-Mysteres-de-l-amour.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,01,https://www.spin-off.frepisode01-411163-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,02,https://www.spin-off.frepisode02-411164-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,03,https://www.spin-off.frepisode03-411165-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,04,https://www.spin-off.frepisode04-411166-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,05,https://www.spin-off.frepisode05-411167-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,06,https://www.spin-off.frepisode06-411168-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,07,https://www.spin-off.frepisode07-411169-15102023-saison2-Pantheon.html
15-10-2023,Prime Video,Etats-Unis,Pantheon,2,08,https://www.spin-off.frepisode08-411170-15102023-saison2-Pantheon.html
15-10-2023,Adult Swim,Canada,Rick and Morty,7,01,https://www.spin-off.frepisode01-409644-15102023-saison7-Rick-and-Morty.html
15-10-2023,CBC Gem,Etats-Unis,SkyMed,2,03,https://www.spin-off.frepisode03-410741-15102023-saison2-SkyMed.html
15-10-2023,AMC,Royaume-Uni,The Walking Dead: Daryl Dixon,1,06,https://www.spin-off.frepisode06-409849-15102023-saison1-The-Walking-Dead-Daryl-Dixon.html
15-10-2023,ITVX,Etats-Unis,The Winter King,1,07,https://www.spin-off.frepisode07-409133-15102023-saison1-The-Winter-King.html
15-10-2023,Hallmark Channel,Canada,When Calls the Heart,10,12,https://www.spin-off.frepisode12-407541-15102023-saison10-When-Calls-the-Heart.html
16-10-2023,Radio Canada,Canada,5è Rang,6,06,https://www.spin-off.frepisode06-411292-16102023-saison6-5e-Rang.html
16-10-2023,The Comedy Network,France,Acting Good,2,01,https://www.spin-off.frepisode01-411121-16102023-saison2-Acting-Good.html
16-10-2023,Canal+,Etats-Unis,D'argent et de sang,1,01,https://www.spin-off.frepisode01-410171-16102023-saison1-D-argent-et-de-sang.html
16-10-2023,Acorn TV,Canada,Harry Wild,2,03,https://www.spin-off.frepisode03-410201-16102023-saison2-Harry-Wild.html
16-10-2023,Citytv,France,Murdoch Mysteries,17,03,https://www.spin-off.frepisode03-410870-16102023-saison17-Murdoch-Mysteries.html
16-10-2023,Canal+,Allemagne,Narvalo,3,06,https://www.spin-off.frepisode06-410630-16102023-saison3-Narvalo.html
16-10-2023,ZDF,Etats-Unis,SOKO Potsdam,6,04,https://www.spin-off.frepisode04-410909-16102023-saison6-SOKO-Potsdam.html
16-10-2023,NBC,Etats-Unis,The Irrational,1,04,https://www.spin-off.frepisode04-409863-16102023-saison1-The-Irrational.html
17-10-2023,NBC,Etats-Unis,Found,1,03,https://www.spin-off.frepisode03-409894-17102023-saison1-Found.html
17-10-2023,BET,Etats-Unis,The Oval,5,01,https://www.spin-off.frepisode01-410192-17102023-saison5-The-Oval.html
18-10-2023,FX,Canada,American Horror Story,12,05,https://www.spin-off.frepisode05-410785-18102023-saison12-American-Horror-Story.html
18-10-2023,CBC,Canada,Bones of Crows,1,05,https://www.spin-off.frepisode05-410805-18102023-saison1-Bones-of-Crows.html
18-10-2023,CTV,Etats-Unis,Children Ruin Everything,3,04,https://www.spin-off.frepisode04-411015-18102023-saison3-Children-Ruin-Everything.html
18-10-2023,Syfy,Etats-Unis,Chucky,3,03,https://www.spin-off.frepisode03-409116-18102023-saison3-Chucky.html
18-10-2023,AMC,Canada,Cooper's Bar,2,03,https://www.spin-off.frepisode03-411063-18102023-saison2-Cooper-s-Bar.html
18-10-2023,Citytv,Etats-Unis,Hudson & Rex,6,03,https://www.spin-off.frepisode03-411097-18102023-saison6-Hudson--Rex.html
18-10-2023,Apple TV+,Etats-Unis,Invasion (2021),2,09,https://www.spin-off.frepisode09-407973-18102023-saison2-Invasion-(2021).html
18-10-2023,Netflix,Etats-Unis,Kaala Paani,1,01,https://www.spin-off.frepisode01-410946-18102023-saison1-Kaala-Paani.html
18-10-2023,Netflix,Etats-Unis,Kaala Paani,1,02,https://www.spin-off.frepisode02-411286-18102023-saison1-Kaala-Paani.html
18-10-2023,Netflix,Etats-Unis,Kaala Paani,1,03,https://www.spin-off.frepisode03-411287-18102023-saison1-Kaala-Paani.html
18-10-2023,Netflix,Etats-Unis,Kaala Paani,1,04,https://www.spin-off.frepisode04-411288-18102023-saison1-Kaala-Paani.html
18-10-2023,Netflix,Etats-Unis,Kaala Paani,1,05,https://www.spin-off.frepisode05-411289-18102023-saison1-Kaala-Paani.html
18-10-2023,Netflix,Etats-Unis,Kaala Paani,1,06,https://www.spin-off.frepisode06-411290-18102023-saison1-Kaala-Paani.html
18-10-2023,Netflix,France,Kaala Paani,1,07,https://www.spin-off.frepisode07-411291-18102023-saison1-Kaala-Paani.html
18-10-2023,France.tv,France,Les invisibles (FRA),3,01,https://www.spin-off.frepisode01-411303-18102023-saison3-Les-invisibles-(FRA).html
18-10-2023,France.tv,France,Les invisibles (FRA),3,02,https://www.spin-off.frepisode02-411304-18102023-saison3-Les-invisibles-(FRA).html
18-10-2023,France.tv,France,Les invisibles (FRA),3,03,https://www.spin-off.frepisode03-411305-18102023-saison3-Les-invisibles-(FRA).html
18-10-2023,France.tv,France,Les invisibles (FRA),3,04,https://www.spin-off.frepisode04-411306-18102023-saison3-Les-invisibles-(FRA).html
18-10-2023,France.tv,France,Les invisibles (FRA),3,05,https://www.spin-off.frepisode05-411307-18102023-saison3-Les-invisibles-(FRA).html
18-10-2023,France.tv,Etats-Unis,Les invisibles (FRA),3,06,https://www.spin-off.frepisode06-411308-18102023-saison3-Les-invisibles-(FRA).html
18-10-2023,NBC,Etats-Unis,Magnum P.I. (2018),5,13,https://www.spin-off.frepisode13-410784-18102023-saison5-Magnum-PI-(2018).html
18-10-2023,NBC,Canada,Quantum Leap (2022),2,03,https://www.spin-off.frepisode03-409964-18102023-saison2-Quantum-Leap-(2022).html
18-10-2023,Global,Etats-Unis,Robyn Hood,1,04,https://www.spin-off.frepisode04-410951-18102023-saison1-Robyn-Hood.html
18-10-2023,BET,Etats-Unis,Sistas,6,12,https://www.spin-off.frepisode12-410186-18102023-saison6-Sistas.html
18-10-2023,Syfy,Etats-Unis,SurrealEstate,2,03,https://www.spin-off.frepisode03-410882-18102023-saison2-SurrealEstate.html
18-10-2023,Apple TV+,Etats-Unis,The Morning Show,3,07,https://www.spin-off.frepisode07-407702-18102023-saison3-The-Morning-Show.html
18-10-2023,Disney+,Etats-Unis,The Worst of Evil,1,08,https://www.spin-off.frepisode08-410770-18102023-saison1-The-Worst-of-Evil.html
18-10-2023,Disney+,Etats-Unis,The Worst of Evil,1,09,https://www.spin-off.frepisode09-410771-18102023-saison1-The-Worst-of-Evil.html
18-10-2023,Nickelodeon,Royaume-Uni,Young Dylan,4,07,https://www.spin-off.frepisode07-410806-18102023-saison4-Young-Dylan.html
19-10-2023,Channel 5,Etats-Unis,All Creatures Great and Small (2020),4,03,https://www.spin-off.frepisode03-410817-19102023-saison4-All-Creatures-Great-and-Small-(2020).html
19-10-2023,ALLBLK,Etats-Unis,À La Carte,2,06,https://www.spin-off.frepisode06-410519-19102023-saison2-A-La-Carte.html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,01,https://www.spin-off.frepisode01-409738-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,02,https://www.spin-off.frepisode02-409150-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,03,https://www.spin-off.frepisode03-409149-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,04,https://www.spin-off.frepisode04-409148-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,05,https://www.spin-off.frepisode05-411058-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,06,https://www.spin-off.frepisode06-411059-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,07,https://www.spin-off.frepisode07-411060-19102023-saison1-Bodies-(2023).html
19-10-2023,Netflix,Etats-Unis,Bodies (2023),1,08,https://www.spin-off.frepisode08-411061-19102023-saison1-Bodies-(2023).html
19-10-2023,HBO Max,Etats-Unis,Doom Patrol,4,09,https://www.spin-off.frepisode09-410006-19102023-saison4-Doom-Patrol.html
19-10-2023,Paramount+,Espagne,Frasier (2023),1,03,https://www.spin-off.frepisode03-409725-19102023-saison1-Frasier-(2023).html
19-10-2023,Moviestar+,Canada,La Mesias,1,03,https://www.spin-off.frepisode03-410545-19102023-saison1-La-Mesias.html
19-10-2023,Club illico ,Canada,Les révoltés,1,09,https://www.spin-off.frepisode09-411205-19102023-saison1-Les-revoltes.html
19-10-2023,Club illico ,Etats-Unis,Les révoltés,1,10,https://www.spin-off.frepisode10-411206-19102023-saison1-Les-revoltes.html
19-10-2023,Disney+,France,Loki,2,03,https://www.spin-off.frepisode03-410903-19102023-saison2-Loki.html
19-10-2023,OCS,France,LT-21,1,03,https://www.spin-off.frepisode03-408964-19102023-saison1-LT-21.html
19-10-2023,OCS,France,LT-21,1,04,https://www.spin-off.frepisode04-408965-19102023-saison1-LT-21.html
19-10-2023,Arte,France,Nackt über Berlin,1,04,https://www.spin-off.frepisode04-410611-19102023-saison1-Nackt-uber-Berlin.html
19-10-2023,Arte,France,Nackt über Berlin,1,05,https://www.spin-off.frepisode05-410612-19102023-saison1-Nackt-uber-Berlin.html
19-10-2023,Arte,Etats-Unis,Nackt über Berlin,1,06,https://www.spin-off.frepisode06-410613-19102023-saison1-Nackt-uber-Berlin.html
19-10-2023,Netflix,Etats-Unis,Neon,1,01,https://www.spin-off.frepisode01-409747-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,02,https://www.spin-off.frepisode02-409748-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,03,https://www.spin-off.frepisode03-409749-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,04,https://www.spin-off.frepisode04-409750-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,05,https://www.spin-off.frepisode05-409751-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,06,https://www.spin-off.frepisode06-409752-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,07,https://www.spin-off.frepisode07-409753-19102023-saison1-Neon.html
19-10-2023,Netflix,Etats-Unis,Neon,1,08,https://www.spin-off.frepisode08-409754-19102023-saison1-Neon.html
19-10-2023,HBO Max,Etats-Unis,Our Flag Means Death,2,06,https://www.spin-off.frepisode06-409667-19102023-saison2-Our-Flag-Means-Death.html
19-10-2023,HBO Max,Etats-Unis,Our Flag Means Death,2,07,https://www.spin-off.frepisode07-409668-19102023-saison2-Our-Flag-Means-Death.html
19-10-2023,Paramount+,Etats-Unis,Star Trek: Lower Decks,4,08,https://www.spin-off.frepisode08-409762-19102023-saison4-Star-Trek-Lower-Decks.html
19-10-2023,Paramount+,Etats-Unis,The Burning Girls,1,01,https://www.spin-off.frepisode01-410587-19102023-saison1-The-Burning-Girls.html
