Date,Pays,Chaîne,Nom de la série,Saison,Épisode,URL
19-10-2023,Paramount+,Etats-Unis,The Burning Girls,1,02,https://www.spin-off.frepisode02-411309-19102023-saison1-The-Burning-Girls.html
19-10-2023,Paramount+,Etats-Unis,The Burning Girls,1,03,https://www.spin-off.frepisode03-411310-19102023-saison1-The-Burning-Girls.html
19-10-2023,Paramount+,Etats-Unis,The Burning Girls,1,04,https://www.spin-off.frepisode04-411311-19102023-saison1-The-Burning-Girls.html
19-10-2023,Paramount+,Etats-Unis,The Burning Girls,1,05,https://www.spin-off.frepisode05-411312-19102023-saison1-The-Burning-Girls.html
19-10-2023,Paramount+,Etats-Unis,The Burning Girls,1,06,https://www.spin-off.frepisode06-411313-19102023-saison1-The-Burning-Girls.html
19-10-2023,ALLBLK,Etats-Unis,Wicked City (2022),2,01,https://www.spin-off.frepisode01-411118-19102023-saison2-Wicked-City-(2022).html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,01,https://www.spin-off.frepisode01-409700-19102023-saison2-Wolf-Like-Me.html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,02,https://www.spin-off.frepisode02-409701-19102023-saison2-Wolf-Like-Me.html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,03,https://www.spin-off.frepisode03-409702-19102023-saison2-Wolf-Like-Me.html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,04,https://www.spin-off.frepisode04-409703-19102023-saison2-Wolf-Like-Me.html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,05,https://www.spin-off.frepisode05-409704-19102023-saison2-Wolf-Like-Me.html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,06,https://www.spin-off.frepisode06-409705-19102023-saison2-Wolf-Like-Me.html
19-10-2023,Peacock,Etats-Unis,Wolf Like Me,2,07,https://www.spin-off.frepisode07-409706-19102023-saison2-Wolf-Like-Me.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,01,https://www.spin-off.frepisode01-410260-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,02,https://www.spin-off.frepisode02-411318-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,03,https://www.spin-off.frepisode03-411319-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,04,https://www.spin-off.frepisode04-411320-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,05,https://www.spin-off.frepisode05-411321-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,06,https://www.spin-off.frepisode06-411322-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,07,https://www.spin-off.frepisode07-411323-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,08,https://www.spin-off.frepisode08-411324-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,09,https://www.spin-off.frepisode09-411325-20102023-saison7-Big-Mouth.html
20-10-2023,Netflix,Etats-Unis,Big Mouth,7,10,https://www.spin-off.frepisode10-411326-20102023-saison7-Big-Mouth.html
20-10-2023,Showtime,Etats-Unis,Billions,7,11,https://www.spin-off.frepisode11-409776-20102023-saison7-Billions.html
20-10-2023,Amazon Freevee,Etats-Unis,Bosch: Legacy,2,01,https://www.spin-off.frepisode01-409707-20102023-saison2-Bosch-Legacy.html
20-10-2023,Amazon Freevee,Etats-Unis,Bosch: Legacy,2,02,https://www.spin-off.frepisode02-409708-20102023-saison2-Bosch-Legacy.html
20-10-2023,Amazon Freevee,Etats-Unis,Bosch: Legacy,2,03,https://www.spin-off.frepisode03-409709-20102023-saison2-Bosch-Legacy.html
20-10-2023,Amazon Freevee,Canada,Bosch: Legacy,2,04,https://www.spin-off.frepisode04-409710-20102023-saison2-Bosch-Legacy.html
20-10-2023,CraveTV,Canada,Bria Mack Gets A Life,1,04,https://www.spin-off.frepisode04-410335-20102023-saison1-Bria-Mack-Gets-A-Life.html
20-10-2023,CraveTV,Canada,Bria Mack Gets A Life,1,05,https://www.spin-off.frepisode05-410336-20102023-saison1-Bria-Mack-Gets-A-Life.html
20-10-2023,CraveTV,Etats-Unis,Bria Mack Gets A Life,1,06,https://www.spin-off.frepisode06-410337-20102023-saison1-Bria-Mack-Gets-A-Life.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,01,https://www.spin-off.frepisode01-410162-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,02,https://www.spin-off.frepisode02-410163-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,03,https://www.spin-off.frepisode03-410164-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,04,https://www.spin-off.frepisode04-410165-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,05,https://www.spin-off.frepisode05-410166-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,06,https://www.spin-off.frepisode06-410167-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,07,https://www.spin-off.frepisode07-410168-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,08,https://www.spin-off.frepisode08-410169-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Doona!,1,09,https://www.spin-off.frepisode09-410170-20102023-saison1-Doona.html
20-10-2023,Netflix,Etats-Unis,Élite,7,01,https://www.spin-off.frepisode01-407350-20102023-saison7-Elite.html
20-10-2023,Netflix,Etats-Unis,Élite,7,02,https://www.spin-off.frepisode02-407351-20102023-saison7-Elite.html
20-10-2023,Netflix,Etats-Unis,Élite,7,03,https://www.spin-off.frepisode03-407352-20102023-saison7-Elite.html
20-10-2023,Netflix,Etats-Unis,Élite,7,04,https://www.spin-off.frepisode04-407353-20102023-saison7-Elite.html
20-10-2023,Netflix,Etats-Unis,Élite,7,05,https://www.spin-off.frepisode05-407354-20102023-saison7-Elite.html
20-10-2023,Netflix,Etats-Unis,Élite,7,06,https://www.spin-off.frepisode06-407355-20102023-saison7-Elite.html
20-10-2023,Netflix,Etats-Unis,Élite,7,07,https://www.spin-off.frepisode07-407356-20102023-saison7-Elite.html
20-10-2023,Netflix,Suède,Élite,7,08,https://www.spin-off.frepisode08-407357-20102023-saison7-Elite.html
20-10-2023,SVT Play,Etats-Unis,Familjen Andersson,1,10,https://www.spin-off.frepisode10-409541-20102023-saison1-Familjen-Andersson.html
20-10-2023,Prime Video,Etats-Unis,Gen V,1,06,https://www.spin-off.frepisode06-408430-20102023-saison1-Gen-V.html
20-10-2023,Disney+,Etats-Unis,Goosebumps (2023),1,06,https://www.spin-off.frepisode06-409983-20102023-saison1-Goosebumps-(2023).html
20-10-2023,Apple TV+,Etats-Unis,Lessons In Chemistry,1,03,https://www.spin-off.frepisode03-406599-20102023-saison1-Lessons-In-Chemistry.html
20-10-2023,Starz,Etats-Unis,Power Book IV: Force,2,08,https://www.spin-off.frepisode08-410987-20102023-saison2-Power-Book-IV-Force.html
20-10-2023,Starz,Allemagne,Shining Vale,2,02,https://www.spin-off.frepisode02-411122-20102023-saison2-Shining-Vale.html
20-10-2023,ZDF,Etats-Unis,SOKO Leipzig,24,09,https://www.spin-off.frepisode09-410563-20102023-saison24-SOKO-Leipzig.html
20-10-2023,Apple TV+,Royaume-Uni,Still Up,1,07,https://www.spin-off.frepisode07-408948-20102023-saison1-Still-Up.html
20-10-2023,Channel 5,Canada,The Good Ship Murder,1,02,https://www.spin-off.frepisode02-410953-20102023-saison1-The-Good-Ship-Murder.html
20-10-2023,CTV,Etats-Unis,Transplant,4,03,https://www.spin-off.frepisode03-409839-20102023-saison4-Transplant.html
20-10-2023,Prime Video,Etats-Unis,Upload,3,01,https://www.spin-off.frepisode01-410010-20102023-saison3-Upload.html
20-10-2023,Prime Video,Etats-Unis,Upload,3,02,https://www.spin-off.frepisode02-410011-20102023-saison3-Upload.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,01,https://www.spin-off.frepisode01-409988-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,02,https://www.spin-off.frepisode02-411327-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,03,https://www.spin-off.frepisode03-411328-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,04,https://www.spin-off.frepisode04-411329-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,05,https://www.spin-off.frepisode05-411330-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,06,https://www.spin-off.frepisode06-411331-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,07,https://www.spin-off.frepisode07-411332-20102023-saison1-Yaratilan.html
20-10-2023,Netflix,Etats-Unis,Yaratilan,1,08,https://www.spin-off.frepisode08-411333-20102023-saison1-Yaratilan.html
21-10-2023,OWN,Belgique,All Rise,3,16,https://www.spin-off.frepisode16-410330-21102023-saison3-All-Rise.html
21-10-2023,Één,Etats-Unis,Boomer,1,08,https://www.spin-off.frepisode08-409829-21102023-saison1-Boomer.html
22-10-2023,Epix,Etats-Unis,Billy the Kid,2,02,https://www.spin-off.frepisode02-409588-22102023-saison2-Billy-the-Kid.html
22-10-2023,Fox,Espagne,Bob's Burgers,14,03,https://www.spin-off.frepisode03-410885-22102023-saison14-Bob-s-Burgers.html
22-10-2023,ATRESplayer,Etats-Unis,Entre Tierras,1,07,https://www.spin-off.frepisode07-410973-22102023-saison1-Entre-Tierras.html
22-10-2023,Fox,Etats-Unis,Family Guy,22,03,https://www.spin-off.frepisode03-410998-22102023-saison22-Family-Guy.html
22-10-2023,AMC,Canada,Fear the Walking Dead,8,07,https://www.spin-off.frepisode07-408754-22102023-saison8-Fear-the-Walking-Dead.html
22-10-2023,CBC,Etats-Unis,Heartland (CA),17,04,https://www.spin-off.frepisode04-410871-22102023-saison17-Heartland-(CA).html
22-10-2023,Fox,France,Krapopolis,1,05,https://www.spin-off.frepisode05-410699-22102023-saison1-Krapopolis.html
22-10-2023,TMC,Etats-Unis,Les Mystères de l'amour,33,11,https://www.spin-off.frepisode11-410883-22102023-saison33-Les-Mysteres-de-l-amour.html
22-10-2023,Adult Swim,Canada,Rick and Morty,7,02,https://www.spin-off.frepisode02-410175-22102023-saison7-Rick-and-Morty.html
22-10-2023,CBC Gem,Etats-Unis,SkyMed,2,04,https://www.spin-off.frepisode04-411101-22102023-saison2-SkyMed.html
22-10-2023,Fox,Etats-Unis,The Simpsons,35,03,https://www.spin-off.frepisode03-410884-22102023-saison35-The-Simpsons.html
22-10-2023,Disney Channel,Royaume-Uni,The Villains of Valley View,2,17,https://www.spin-off.frepisode17-411283-22102023-saison2-The-Villains-of-Valley-View.html
22-10-2023,ITVX,Europe,The Winter King,1,08,https://www.spin-off.frepisode08-409134-22102023-saison1-The-Winter-King.html
23-10-2023,HBO Europe,Canada,30 Monedas,2,01,https://www.spin-off.frepisode01-410606-23102023-saison2-30-Monedas.html
23-10-2023,Radio Canada,Canada,5è Rang,6,07,https://www.spin-off.frepisode07-411293-23102023-saison6-5e-Rang.html
23-10-2023,The Comedy Network,Etats-Unis,Acting Good,2,02,https://www.spin-off.frepisode02-411294-23102023-saison2-Acting-Good.html
23-10-2023,Acorn TV,Canada,Harry Wild,2,04,https://www.spin-off.frepisode04-410202-23102023-saison2-Harry-Wild.html
23-10-2023,Citytv,France,Murdoch Mysteries,17,04,https://www.spin-off.frepisode04-410872-23102023-saison17-Murdoch-Mysteries.html
23-10-2023,Canal+,Allemagne,Narvalo,3,07,https://www.spin-off.frepisode07-410631-23102023-saison3-Narvalo.html
23-10-2023,ZDF,Royaume-Uni,SOKO Potsdam,6,05,https://www.spin-off.frepisode05-410910-23102023-saison6-SOKO-Potsdam.html
23-10-2023,CBBC,Royaume-Uni,Spooky Files,1,01,https://www.spin-off.frepisode01-411213-23102023-saison1-Spooky-Files.html
23-10-2023,CBBC,Royaume-Uni,Spooky Files,1,02,https://www.spin-off.frepisode02-411214-23102023-saison1-Spooky-Files.html
23-10-2023,CBBC,Royaume-Uni,Spooky Files,1,03,https://www.spin-off.frepisode03-411215-23102023-saison1-Spooky-Files.html
23-10-2023,CBBC,Royaume-Uni,Spooky Files,1,04,https://www.spin-off.frepisode04-411216-23102023-saison1-Spooky-Files.html
23-10-2023,CBBC,Etats-Unis,Spooky Files,1,05,https://www.spin-off.frepisode05-411217-23102023-saison1-Spooky-Files.html
23-10-2023,NBC,Etats-Unis,The Irrational,1,05,https://www.spin-off.frepisode05-409864-23102023-saison1-The-Irrational.html
24-10-2023,NBC,Etats-Unis,Found,1,04,https://www.spin-off.frepisode04-409895-24102023-saison1-Found.html
24-10-2023,BET,Etats-Unis,The Oval,5,02,https://www.spin-off.frepisode02-411123-24102023-saison5-The-Oval.html
25-10-2023,Netflix,Etats-Unis,Absolutni debiutanci,1,01,https://www.spin-off.frepisode01-410956-25102023-saison1-Absolutni-debiutanci.html
25-10-2023,FX,Canada,American Horror Story,12,06,https://www.spin-off.frepisode06-410999-25102023-saison12-American-Horror-Story.html
25-10-2023,CTV,Etats-Unis,Children Ruin Everything,3,05,https://www.spin-off.frepisode05-411345-25102023-saison3-Children-Ruin-Everything.html
25-10-2023,Syfy,Etats-Unis,Chucky,3,04,https://www.spin-off.frepisode04-409117-25102023-saison3-Chucky.html
25-10-2023,AMC,Canada,Cooper's Bar,2,04,https://www.spin-off.frepisode04-411064-25102023-saison2-Cooper-s-Bar.html
25-10-2023,Citytv,Etats-Unis,Hudson & Rex,6,04,https://www.spin-off.frepisode04-411098-25102023-saison6-Hudson--Rex.html
25-10-2023,Disney+,Etats-Unis,I Leoni di Sicilia,1,01,https://www.spin-off.frepisode01-411334-25102023-saison1-I-Leoni-di-Sicilia.html
25-10-2023,Disney+,Etats-Unis,I Leoni di Sicilia,1,02,https://www.spin-off.frepisode02-411335-25102023-saison1-I-Leoni-di-Sicilia.html
25-10-2023,Disney+,Etats-Unis,I Leoni di Sicilia,1,03,https://www.spin-off.frepisode03-411336-25102023-saison1-I-Leoni-di-Sicilia.html
25-10-2023,Disney+,Etats-Unis,I Leoni di Sicilia,1,04,https://www.spin-off.frepisode04-411337-25102023-saison1-I-Leoni-di-Sicilia.html
25-10-2023,Apple TV+,Etats-Unis,Invasion (2021),2,10,https://www.spin-off.frepisode10-407974-25102023-saison2-Invasion-(2021).html
25-10-2023,NBC,Etats-Unis,Magnum P.I. (2018),5,14,https://www.spin-off.frepisode14-410786-25102023-saison5-Magnum-PI-(2018).html
25-10-2023,NBC,Canada,Quantum Leap (2022),2,04,https://www.spin-off.frepisode04-410254-25102023-saison2-Quantum-Leap-(2022).html
25-10-2023,Global,Etats-Unis,Robyn Hood,1,05,https://www.spin-off.frepisode05-411016-25102023-saison1-Robyn-Hood.html
25-10-2023,BET,Etats-Unis,Sistas,6,13,https://www.spin-off.frepisode13-411158-25102023-saison6-Sistas.html
25-10-2023,Syfy,Etats-Unis,SurrealEstate,2,04,https://www.spin-off.frepisode04-410886-25102023-saison2-SurrealEstate.html
25-10-2023,Apple TV+,Etats-Unis,The Morning Show,3,08,https://www.spin-off.frepisode08-407703-25102023-saison3-The-Morning-Show.html
25-10-2023,Disney+,Etats-Unis,The Worst of Evil,1,10,https://www.spin-off.frepisode10-410772-25102023-saison1-The-Worst-of-Evil.html
25-10-2023,Disney+,Etats-Unis,The Worst of Evil,1,11,https://www.spin-off.frepisode11-410773-25102023-saison1-The-Worst-of-Evil.html
25-10-2023,Disney+,Etats-Unis,The Worst of Evil,1,12,https://www.spin-off.frepisode12-410774-25102023-saison1-The-Worst-of-Evil.html
25-10-2023,Nickelodeon,Royaume-Uni,Young Dylan,4,08,https://www.spin-off.frepisode08-410988-25102023-saison4-Young-Dylan.html
26-10-2023,Channel 5,Etats-Unis,All Creatures Great and Small (2020),4,04,https://www.spin-off.frepisode04-410984-26102023-saison4-All-Creatures-Great-and-Small-(2020).html
26-10-2023,FX,Etats-Unis,American Horror Stories,3,01,https://www.spin-off.frepisode01-409055-26102023-saison3-American-Horror-Stories.html
26-10-2023,FX,Etats-Unis,American Horror Stories,3,02,https://www.spin-off.frepisode02-411055-26102023-saison3-American-Horror-Stories.html
26-10-2023,FX,Etats-Unis,American Horror Stories,3,03,https://www.spin-off.frepisode03-411056-26102023-saison3-American-Horror-Stories.html
26-10-2023,FX,Etats-Unis,American Horror Stories,3,04,https://www.spin-off.frepisode04-411057-26102023-saison3-American-Horror-Stories.html
26-10-2023,ALLBLK,Etats-Unis,À La Carte,2,07,https://www.spin-off.frepisode07-410520-26102023-saison2-A-La-Carte.html
26-10-2023,HBO Max,Etats-Unis,Doom Patrol,4,10,https://www.spin-off.frepisode10-410007-26102023-saison4-Doom-Patrol.html
26-10-2023,Paramount+,Espagne,Frasier (2023),1,04,https://www.spin-off.frepisode04-409726-26102023-saison1-Frasier-(2023).html
26-10-2023,Moviestar+,Etats-Unis,La Mesias,1,04,https://www.spin-off.frepisode04-410546-26102023-saison1-La-Mesias.html
26-10-2023,Disney+,France,Loki,2,04,https://www.spin-off.frepisode04-410904-26102023-saison2-Loki.html
26-10-2023,OCS,France,LT-21,1,05,https://www.spin-off.frepisode05-408966-26102023-saison1-LT-21.html
26-10-2023,OCS,Etats-Unis,LT-21,1,06,https://www.spin-off.frepisode06-408967-26102023-saison1-LT-21.html
26-10-2023,HBO Max,Etats-Unis,Our Flag Means Death,2,08,https://www.spin-off.frepisode08-409669-26102023-saison2-Our-Flag-Means-Death.html
26-10-2023,Netflix,Etats-Unis,Pluto,1,01,https://www.spin-off.frepisode01-406634-26102023-saison1-Pluto.html
26-10-2023,Paramount+,Etats-Unis,Star Trek: Lower Decks,4,09,https://www.spin-off.frepisode09-409763-26102023-saison4-Star-Trek-Lower-Decks.html
26-10-2023,SundanceTV,Etats-Unis,The Vanishing Triangle,1,01,https://www.spin-off.frepisode01-410193-26102023-saison1-The-Vanishing-Triangle.html
26-10-2023,SundanceTV,Etats-Unis,The Vanishing Triangle,1,02,https://www.spin-off.frepisode02-410194-26102023-saison1-The-Vanishing-Triangle.html
27-10-2023,Showtime,Etats-Unis,Billions,7,12,https://www.spin-off.frepisode12-409777-27102023-saison7-Billions.html
27-10-2023,Amazon Freevee,Etats-Unis,Bosch: Legacy,2,05,https://www.spin-off.frepisode05-409711-27102023-saison2-Bosch-Legacy.html
27-10-2023,Amazon Freevee,Etats-Unis,Bosch: Legacy,2,06,https://www.spin-off.frepisode06-409712-27102023-saison2-Bosch-Legacy.html
27-10-2023,Showtime,Etats-Unis,Fellow Travelers 1,1,01,https://www.spin-off.frepisode01-409066-27102023-saison1-Fellow-Travelers-1.html
27-10-2023,Prime Video,Etats-Unis,Gen V,1,07,https://www.spin-off.frepisode07-408431-27102023-saison1-Gen-V.html
27-10-2023,Disney+,Etats-Unis,Goosebumps (2023),1,07,https://www.spin-off.frepisode07-409984-27102023-saison1-Goosebumps-(2023).html
27-10-2023,Apple TV+,Etats-Unis,Lessons In Chemistry,1,04,https://www.spin-off.frepisode04-406600-27102023-saison1-Lessons-In-Chemistry.html
27-10-2023,Prime Video,Etats-Unis,Memento Mori,1,01,https://www.spin-off.frepisode01-410947-27102023-saison1-Memento-Mori.html
27-10-2023,Starz,Etats-Unis,Power Book IV: Force,2,09,https://www.spin-off.frepisode09-411346-27102023-saison2-Power-Book-IV-Force.html
27-10-2023,Starz,Allemagne,Shining Vale,2,03,https://www.spin-off.frepisode03-411124-27102023-saison2-Shining-Vale.html
27-10-2023,ZDF,Etats-Unis,SOKO Leipzig,24,10,https://www.spin-off.frepisode10-410564-27102023-saison24-SOKO-Leipzig.html
27-10-2023,Apple TV+,Royaume-Uni,Still Up,1,08,https://www.spin-off.frepisode08-408949-27102023-saison1-Still-Up.html
27-10-2023,Channel 5,Etats-Unis,The Good Ship Murder,1,03,https://www.spin-off.frepisode03-410954-27102023-saison1-The-Good-Ship-Murder.html
27-10-2023,Netflix,Etats-Unis,Tore,1,01,https://www.spin-off.frepisode01-410156-27102023-saison1-Tore.html
27-10-2023,Netflix,Etats-Unis,Tore,1,02,https://www.spin-off.frepisode02-410157-27102023-saison1-Tore.html
27-10-2023,Netflix,Etats-Unis,Tore,1,03,https://www.spin-off.frepisode03-410158-27102023-saison1-Tore.html
27-10-2023,Netflix,Etats-Unis,Tore,1,04,https://www.spin-off.frepisode04-410159-27102023-saison1-Tore.html
27-10-2023,Netflix,Etats-Unis,Tore,1,05,https://www.spin-off.frepisode05-410160-27102023-saison1-Tore.html
27-10-2023,Netflix,Canada,Tore,1,06,https://www.spin-off.frepisode06-410161-27102023-saison1-Tore.html
27-10-2023,CTV,Etats-Unis,Transplant,4,04,https://www.spin-off.frepisode04-409840-27102023-saison4-Transplant.html
27-10-2023,Prime Video,Etats-Unis,Upload,3,03,https://www.spin-off.frepisode03-410012-27102023-saison3-Upload.html
27-10-2023,Prime Video,Etats-Unis,Upload,3,04,https://www.spin-off.frepisode04-410013-27102023-saison3-Upload.html
28-10-2023,OWN,Belgique,All Rise,3,17,https://www.spin-off.frepisode17-410331-28102023-saison3-All-Rise.html
28-10-2023,Één,Etats-Unis,Boomer,1,09,https://www.spin-off.frepisode09-409830-28102023-saison1-Boomer.html
29-10-2023,Epix,Etats-Unis,Billy the Kid,2,03,https://www.spin-off.frepisode03-409589-29102023-saison2-Billy-the-Kid.html
29-10-2023,Fox,Espagne,Bob's Burgers,14,04,https://www.spin-off.frepisode04-410887-29102023-saison14-Bob-s-Burgers.html
29-10-2023,ATRESplayer,Etats-Unis,Entre Tierras,1,08,https://www.spin-off.frepisode08-410974-29102023-saison1-Entre-Tierras.html
29-10-2023,AMC,Canada,Fear the Walking Dead,8,08,https://www.spin-off.frepisode08-408755-29102023-saison8-Fear-the-Walking-Dead.html
29-10-2023,CBC,Etats-Unis,Heartland (CA),17,05,https://www.spin-off.frepisode05-411244-29102023-saison17-Heartland-(CA).html
29-10-2023,Fox,France,Krapopolis,1,06,https://www.spin-off.frepisode06-410700-29102023-saison1-Krapopolis.html
29-10-2023,TMC,Etats-Unis,Les Mystères de l'amour,33,12,https://www.spin-off.frepisode12-411100-29102023-saison33-Les-Mysteres-de-l-amour.html
29-10-2023,Adult Swim,Canada,Rick and Morty,7,03,https://www.spin-off.frepisode03-411159-29102023-saison7-Rick-and-Morty.html
29-10-2023,CBC Gem,Etats-Unis,SkyMed,2,05,https://www.spin-off.frepisode05-411280-29102023-saison2-SkyMed.html
29-10-2023,HBO,Etats-Unis,The Gilded Age,2,01,https://www.spin-off.frepisode01-409717-29102023-saison2-The-Gilded-Age.html
29-10-2023,Fox,Royaume-Uni,The Simpsons,35,04,https://www.spin-off.frepisode04-410985-29102023-saison35-The-Simpsons.html
29-10-2023,ITVX,Canada,The Winter King,1,09,https://www.spin-off.frepisode09-409135-29102023-saison1-The-Winter-King.html
30-10-2023,The Comedy Network,Etats-Unis,Acting Good,2,03,https://www.spin-off.frepisode03-411295-30102023-saison2-Acting-Good.html
30-10-2023,TBS (US),Etats-Unis,American Dad!,19,15,https://www.spin-off.frepisode15-411032-30102023-saison19-American-Dad.html
30-10-2023,Acorn TV,Canada,Harry Wild,2,05,https://www.spin-off.frepisode05-410203-30102023-saison2-Harry-Wild.html
30-10-2023,Citytv,Allemagne,Murdoch Mysteries,17,05,https://www.spin-off.frepisode05-411017-30102023-saison17-Murdoch-Mysteries.html
30-10-2023,ZDF,Etats-Unis,SOKO Potsdam,6,06,https://www.spin-off.frepisode06-410911-30102023-saison6-SOKO-Potsdam.html
30-10-2023,NBC,Etats-Unis,The Irrational,1,06,https://www.spin-off.frepisode06-409865-30102023-saison1-The-Irrational.html
31-10-2023,NBC,Etats-Unis,Found,1,05,https://www.spin-off.frepisode05-409896-31102023-saison1-Found.html
31-10-2023,BET,When Calls the Heart,The Oval,5,03,https://www.spin-off.frepisode03-411296-31102023-saison5-The-Oval.html
